notch,srg,mcp
bfd/r,net/minecraft/client/gui/inventory/GuiBeacon$Button/field_146142_r,net/minecraft/client/gui/inventory/GuiBeacon$Button/field_146142_r
bqd/h,net/minecraft/client/renderer/texture/TextureAtlasSprite/field_110983_h,net/minecraft/client/renderer/texture/TextureAtlasSprite/tickCounter
ana/M,net/minecraft/block/BlockRedstoneWire/field_150182_M,net/minecraft/block/BlockRedstoneWire/field_150182_M
net/minecraft/server/MinecraftServer/w,net/minecraft/server/MinecraftServer/field_71316_v,net/minecraft/server/MinecraftServer/serverStopped
ana/N,net/minecraft/block/BlockRedstoneWire/field_150183_N,net/minecraft/block/BlockRedstoneWire/field_150183_N
net/minecraft/server/MinecraftServer/x,net/minecraft/server/MinecraftServer/field_71315_w,net/minecraft/server/MinecraftServer/tickCounter
net/minecraft/server/MinecraftServer/y,net/minecraft/server/MinecraftServer/field_71325_x,net/minecraft/server/MinecraftServer/onlineMode
net/minecraft/server/MinecraftServer/z,net/minecraft/server/MinecraftServer/field_71324_y,net/minecraft/server/MinecraftServer/canSpawnAnimals
bqd/a,net/minecraft/client/renderer/texture/TextureAtlasSprite/field_110976_a,net/minecraft/client/renderer/texture/TextureAtlasSprite/framesTextureData
ana/O,net/minecraft/block/BlockRedstoneWire/field_150184_O,net/minecraft/block/BlockRedstoneWire/field_150184_O
ana/P,net/minecraft/block/BlockRedstoneWire/field_150180_P,net/minecraft/block/BlockRedstoneWire/field_150180_P
net/minecraft/server/MinecraftServer/o,net/minecraft/server/MinecraftServer/field_71321_q,net/minecraft/server/MinecraftServer/commandManager
bpr/d,net/minecraft/client/renderer/ThreadDownloadImageData/field_147643_d,net/minecraft/client/renderer/ThreadDownloadImageData/threadDownloadCounter
bpr/c,net/minecraft/client/renderer/ThreadDownloadImageData/field_147644_c,net/minecraft/client/renderer/ThreadDownloadImageData/logger
net/minecraft/server/MinecraftServer/p,net/minecraft/server/MinecraftServer/field_147144_o,net/minecraft/server/MinecraftServer/field_147144_o
bpr/f,net/minecraft/client/renderer/ThreadDownloadImageData/field_110562_b,net/minecraft/client/renderer/ThreadDownloadImageData/imageUrl
net/minecraft/server/MinecraftServer/q,net/minecraft/server/MinecraftServer/field_147147_p,net/minecraft/server/MinecraftServer/field_147147_p
bpr/e,net/minecraft/client/renderer/ThreadDownloadImageData/field_152434_e,net/minecraft/client/renderer/ThreadDownloadImageData/field_152434_e
net/minecraft/server/MinecraftServer/r,net/minecraft/server/MinecraftServer/field_147146_q,net/minecraft/server/MinecraftServer/field_147146_q
bpr/h,net/minecraft/client/renderer/ThreadDownloadImageData/field_110560_d,net/minecraft/client/renderer/ThreadDownloadImageData/bufferedImage
net/minecraft/server/MinecraftServer/s,net/minecraft/server/MinecraftServer/field_71320_r,net/minecraft/server/MinecraftServer/hostname
bpr/g,net/minecraft/client/renderer/ThreadDownloadImageData/field_110563_c,net/minecraft/client/renderer/ThreadDownloadImageData/imageBuffer
net/minecraft/server/MinecraftServer/t,net/minecraft/server/MinecraftServer/field_71319_s,net/minecraft/server/MinecraftServer/serverPort
net/minecraft/server/MinecraftServer/u,net/minecraft/server/MinecraftServer/field_71318_t,net/minecraft/server/MinecraftServer/serverConfigManager
bpr/j,net/minecraft/client/renderer/ThreadDownloadImageData/field_110559_g,net/minecraft/client/renderer/ThreadDownloadImageData/textureUploaded
bpr/i,net/minecraft/client/renderer/ThreadDownloadImageData/field_110561_e,net/minecraft/client/renderer/ThreadDownloadImageData/imageThread
net/minecraft/server/MinecraftServer/v,net/minecraft/server/MinecraftServer/field_71317_u,net/minecraft/server/MinecraftServer/serverRunning
net/minecraft/server/MinecraftServer/g,net/minecraft/server/MinecraftServer/field_71311_j,net/minecraft/server/MinecraftServer/tickTimeArray
net/minecraft/server/MinecraftServer/h,net/minecraft/server/MinecraftServer/field_71312_k,net/minecraft/server/MinecraftServer/timeOfLastDimensionTick
net/minecraft/server/MinecraftServer/i,net/minecraft/server/MinecraftServer/field_147145_h,net/minecraft/server/MinecraftServer/logger
net/minecraft/server/MinecraftServer/j,net/minecraft/server/MinecraftServer/field_71309_l,net/minecraft/server/MinecraftServer/mcServer
ana/a,net/minecraft/block/BlockRedstoneWire/field_150181_a,net/minecraft/block/BlockRedstoneWire/field_150181_a
net/minecraft/server/MinecraftServer/k,net/minecraft/server/MinecraftServer/field_71310_m,net/minecraft/server/MinecraftServer/anvilConverterForAnvilFile
net/minecraft/server/MinecraftServer/l,net/minecraft/server/MinecraftServer/field_71307_n,net/minecraft/server/MinecraftServer/usageSnooper
ana/b,net/minecraft/block/BlockRedstoneWire/field_150179_b,net/minecraft/block/BlockRedstoneWire/field_150179_b
net/minecraft/server/MinecraftServer/m,net/minecraft/server/MinecraftServer/field_71308_o,net/minecraft/server/MinecraftServer/anvilFile
net/minecraft/server/MinecraftServer/n,net/minecraft/server/MinecraftServer/field_71322_p,net/minecraft/server/MinecraftServer/tickables
net/minecraft/server/MinecraftServer/a,net/minecraft/server/MinecraftServer/field_152367_a,net/minecraft/server/MinecraftServer/field_152367_a
ze/at,net/minecraft/entity/projectile/EntityFireball/field_70236_j,net/minecraft/entity/projectile/EntityFireball/ticksAlive
net/minecraft/server/MinecraftServer/b,net/minecraft/server/MinecraftServer/field_71304_b,net/minecraft/server/MinecraftServer/theProfiler
net/minecraft/server/MinecraftServer/c,net/minecraft/server/MinecraftServer/field_71305_c,net/minecraft/server/MinecraftServer/worldServers
net/minecraft/server/MinecraftServer/d,net/minecraft/server/MinecraftServer/field_110456_c,net/minecraft/server/MinecraftServer/serverProxy
net/minecraft/server/MinecraftServer/e,net/minecraft/server/MinecraftServer/field_71302_d,net/minecraft/server/MinecraftServer/currentTask
net/minecraft/server/MinecraftServer/f,net/minecraft/server/MinecraftServer/field_71303_e,net/minecraft/server/MinecraftServer/percentDone
net/minecraft/server/MinecraftServer/W,net/minecraft/server/MinecraftServer/field_152365_W,net/minecraft/server/MinecraftServer/field_152365_W
net/minecraft/server/MinecraftServer/X,net/minecraft/server/MinecraftServer/field_152366_X,net/minecraft/server/MinecraftServer/field_152366_X
ze/au,net/minecraft/entity/projectile/EntityFireball/field_70234_an,net/minecraft/entity/projectile/EntityFireball/ticksInAir
apx/q,net/minecraft/world/chunk/Chunk/field_76642_o,net/minecraft/world/chunk/Chunk/sendUpdates
apx/p,net/minecraft/world/chunk/Chunk/field_76641_n,net/minecraft/world/chunk/Chunk/lastSaveTime
apx/o,net/minecraft/world/chunk/Chunk/field_76644_m,net/minecraft/world/chunk/Chunk/hasEntities
apx/n,net/minecraft/world/chunk/Chunk/field_76643_l,net/minecraft/world/chunk/Chunk/isModified
apx/u,net/minecraft/world/chunk/Chunk/field_76652_q,net/minecraft/world/chunk/Chunk/storageArrays
apx/t,net/minecraft/world/chunk/Chunk/field_150817_t,net/minecraft/world/chunk/Chunk/logger
apx/s,net/minecraft/world/chunk/Chunk/field_111204_q,net/minecraft/world/chunk/Chunk/inhabitedTime
apx/r,net/minecraft/world/chunk/Chunk/field_82912_p,net/minecraft/world/chunk/Chunk/heightMapMinimum
apx/i,net/minecraft/world/chunk/Chunk/field_150816_i,net/minecraft/world/chunk/Chunk/chunkTileEntityMap
apx/h,net/minecraft/world/chunk/Chunk/field_76647_h,net/minecraft/world/chunk/Chunk/zPosition
apx/g,net/minecraft/world/chunk/Chunk/field_76635_g,net/minecraft/world/chunk/Chunk/xPosition
apx/f,net/minecraft/world/chunk/Chunk/field_76634_f,net/minecraft/world/chunk/Chunk/heightMap
apx/m,net/minecraft/world/chunk/Chunk/field_150815_m,net/minecraft/world/chunk/Chunk/field_150815_m
apx/l,net/minecraft/world/chunk/Chunk/field_150814_l,net/minecraft/world/chunk/Chunk/isLightPopulated
apx/k,net/minecraft/world/chunk/Chunk/field_76646_k,net/minecraft/world/chunk/Chunk/isTerrainPopulated
apx/j,net/minecraft/world/chunk/Chunk/field_76645_j,net/minecraft/world/chunk/Chunk/entityLists
aeg/b,net/minecraft/item/ItemSlab/field_150948_b,net/minecraft/item/ItemSlab/field_150948_b
aeg/c,net/minecraft/item/ItemSlab/field_150949_c,net/minecraft/item/ItemSlab/field_150949_c
apx/x,net/minecraft/world/chunk/Chunk/field_76649_t,net/minecraft/world/chunk/Chunk/queuedLightChecks
apx/w,net/minecraft/world/chunk/Chunk/field_76650_s,net/minecraft/world/chunk/Chunk/isGapLightingUpdated
apx/v,net/minecraft/world/chunk/Chunk/field_76651_r,net/minecraft/world/chunk/Chunk/blockBiomeArray
aeg/d,net/minecraft/item/ItemSlab/field_150947_d,net/minecraft/item/ItemSlab/field_150947_d
apg/a,net/minecraft/tileentity/TileEntityFurnace/field_145956_a,net/minecraft/tileentity/TileEntityFurnace/furnaceBurnTime
pb/m,net/minecraft/stats/Achievement/field_75995_m,net/minecraft/stats/Achievement/isSpecial
pb/a,net/minecraft/stats/Achievement/field_75993_a,net/minecraft/stats/Achievement/displayColumn
dp/b,net/minecraft/nbt/NBTTagInt/field_74748_a,net/minecraft/nbt/NBTTagInt/data
pb/b,net/minecraft/stats/Achievement/field_75991_b,net/minecraft/stats/Achievement/displayRow
pb/c,net/minecraft/stats/Achievement/field_75992_c,net/minecraft/stats/Achievement/parentAchievement
pb/d,net/minecraft/stats/Achievement/field_75990_d,net/minecraft/stats/Achievement/theItemStack
apg/o,net/minecraft/tileentity/TileEntityFurnace/field_145958_o,net/minecraft/tileentity/TileEntityFurnace/field_145958_o
apg/j,net/minecraft/tileentity/TileEntityFurnace/field_145961_j,net/minecraft/tileentity/TileEntityFurnace/furnaceCookTime
apg/i,net/minecraft/tileentity/TileEntityFurnace/field_145963_i,net/minecraft/tileentity/TileEntityFurnace/currentItemBurnTime
pb/k,net/minecraft/stats/Achievement/field_75996_k,net/minecraft/stats/Achievement/achievementDescription
pb/l,net/minecraft/stats/Achievement/field_75994_l,net/minecraft/stats/Achievement/statStringFormatter
apg/n,net/minecraft/tileentity/TileEntityFurnace/field_145957_n,net/minecraft/tileentity/TileEntityFurnace/furnaceItemStacks
apg/m,net/minecraft/tileentity/TileEntityFurnace/field_145960_m,net/minecraft/tileentity/TileEntityFurnace/slotsSides
apg/l,net/minecraft/tileentity/TileEntityFurnace/field_145959_l,net/minecraft/tileentity/TileEntityFurnace/slotsBottom
apg/k,net/minecraft/tileentity/TileEntityFurnace/field_145962_k,net/minecraft/tileentity/TileEntityFurnace/slotsTop
bgg/b,net/minecraft/client/resources/ResourcePackListEntry/field_148315_b,net/minecraft/client/resources/ResourcePackListEntry/field_148315_b
xa/bC,net/minecraft/entity/boss/EntityDragon/field_70992_bH,net/minecraft/entity/boss/EntityDragon/healingEnderCrystal
bgg/a,net/minecraft/client/resources/ResourcePackListEntry/field_148317_a,net/minecraft/client/resources/ResourcePackListEntry/field_148317_a
xa/bB,net/minecraft/entity/boss/EntityDragon/field_70995_bG,net/minecraft/entity/boss/EntityDragon/deathTicks
xa/bA,net/minecraft/entity/boss/EntityDragon/field_70994_bF,net/minecraft/entity/boss/EntityDragon/slowed
bgg/c,net/minecraft/client/resources/ResourcePackListEntry/field_148316_c,net/minecraft/client/resources/ResourcePackListEntry/field_148316_c
xa/bD,net/minecraft/entity/boss/EntityDragon/field_70993_bI,net/minecraft/entity/boss/EntityDragon/target
aou/a,net/minecraft/tileentity/TileEntity$3/field_150834_a,net/minecraft/tileentity/TileEntity$3/field_150834_a
net/minecraft/realms/RealmsServerStatusPinger/LOGGER,net/minecraft/realms/RealmsServerStatusPinger/LOGGER,net/minecraft/realms/RealmsServerStatusPinger/LOGGER
azu/c,net/minecraft/util/MovingObjectPosition/field_72312_c,net/minecraft/util/MovingObjectPosition/blockY
azu/d,net/minecraft/util/MovingObjectPosition/field_72309_d,net/minecraft/util/MovingObjectPosition/blockZ
azu/e,net/minecraft/util/MovingObjectPosition/field_72310_e,net/minecraft/util/MovingObjectPosition/sideHit
xl/at,net/minecraft/entity/item/EntityMinecart/field_70508_aq,net/minecraft/entity/item/EntityMinecart/velocityX
azu/f,net/minecraft/util/MovingObjectPosition/field_72307_f,net/minecraft/util/MovingObjectPosition/hitVec
xl/au,net/minecraft/entity/item/EntityMinecart/field_70507_ar,net/minecraft/entity/item/EntityMinecart/velocityY
azu/g,net/minecraft/util/MovingObjectPosition/field_72308_g,net/minecraft/util/MovingObjectPosition/entityHit
brg/b,net/minecraft/client/resources/SimpleReloadableResourceManager/field_130074_a,net/minecraft/client/resources/SimpleReloadableResourceManager/joinerResourcePacks
add/c,net/minecraft/item/ItemStack/field_77992_b,net/minecraft/item/ItemStack/animationsToGo
xa/bs,net/minecraft/entity/boss/EntityDragon/field_70985_j,net/minecraft/entity/boss/EntityDragon/dragonPartTail1
add/b,net/minecraft/item/ItemStack/field_77994_a,net/minecraft/item/ItemStack/stackSize
xa/br,net/minecraft/entity/boss/EntityDragon/field_70987_i,net/minecraft/entity/boss/EntityDragon/dragonPartBody
brg/c,net/minecraft/client/resources/SimpleReloadableResourceManager/field_110548_a,net/minecraft/client/resources/SimpleReloadableResourceManager/domainResourceManagers
add/e,net/minecraft/item/ItemStack/field_151002_e,net/minecraft/item/ItemStack/field_151002_e
xa/bq,net/minecraft/entity/boss/EntityDragon/field_70986_h,net/minecraft/entity/boss/EntityDragon/dragonPartHead
add/d,net/minecraft/item/ItemStack/field_77990_d,net/minecraft/item/ItemStack/stackTagCompound
xa/bp,net/minecraft/entity/boss/EntityDragon/field_70977_g,net/minecraft/entity/boss/EntityDragon/dragonPartArray
brg/a,net/minecraft/client/resources/SimpleReloadableResourceManager/field_147967_a,net/minecraft/client/resources/SimpleReloadableResourceManager/logger
brg/f,net/minecraft/client/resources/SimpleReloadableResourceManager/field_110547_c,net/minecraft/client/resources/SimpleReloadableResourceManager/rmMetadataSerializer
xa/bo,net/minecraft/entity/boss/EntityDragon/field_70976_f,net/minecraft/entity/boss/EntityDragon/ringBufferIndex
xa/bn,net/minecraft/entity/boss/EntityDragon/field_70979_e,net/minecraft/entity/boss/EntityDragon/ringBuffer
add/a,net/minecraft/item/ItemStack/field_111284_a,net/minecraft/item/ItemStack/field_111284_a
brg/d,net/minecraft/client/resources/SimpleReloadableResourceManager/field_110546_b,net/minecraft/client/resources/SimpleReloadableResourceManager/reloadListeners
xa/bm,net/minecraft/entity/boss/EntityDragon/field_70978_d,net/minecraft/entity/boss/EntityDragon/targetZ
brg/e,net/minecraft/client/resources/SimpleReloadableResourceManager/field_135057_d,net/minecraft/client/resources/SimpleReloadableResourceManager/setResourceDomains
xa/bz,net/minecraft/entity/boss/EntityDragon/field_70989_bE,net/minecraft/entity/boss/EntityDragon/forceNewTarget
xa/by,net/minecraft/entity/boss/EntityDragon/field_70988_bD,net/minecraft/entity/boss/EntityDragon/animTime
xa/bx,net/minecraft/entity/boss/EntityDragon/field_70991_bC,net/minecraft/entity/boss/EntityDragon/prevAnimTime
xl/av,net/minecraft/entity/item/EntityMinecart/field_70506_as,net/minecraft/entity/item/EntityMinecart/velocityZ
add/g,net/minecraft/item/ItemStack/field_82843_f,net/minecraft/item/ItemStack/itemFrame
xa/bw,net/minecraft/entity/boss/EntityDragon/field_70990_bB,net/minecraft/entity/boss/EntityDragon/dragonPartWing2
aod/P,net/minecraft/block/BlockLeavesBase/field_150121_P,net/minecraft/block/BlockLeavesBase/field_150121_P
add/f,net/minecraft/item/ItemStack/field_77991_e,net/minecraft/item/ItemStack/itemDamage
xa/bv,net/minecraft/entity/boss/EntityDragon/field_70983_bA,net/minecraft/entity/boss/EntityDragon/dragonPartWing1
xa/bu,net/minecraft/entity/boss/EntityDragon/field_70982_bz,net/minecraft/entity/boss/EntityDragon/dragonPartTail3
azu/a,net/minecraft/util/MovingObjectPosition/field_72313_a,net/minecraft/util/MovingObjectPosition/typeOfHit
azu/b,net/minecraft/util/MovingObjectPosition/field_72311_b,net/minecraft/util/MovingObjectPosition/blockX
xa/bt,net/minecraft/entity/boss/EntityDragon/field_70984_by,net/minecraft/entity/boss/EntityDragon/dragonPartTail2
ym/h,net/minecraft/entity/monster/EntitySlime/field_70813_a,net/minecraft/entity/monster/EntitySlime/squishAmount
ym/i,net/minecraft/entity/monster/EntitySlime/field_70811_b,net/minecraft/entity/monster/EntitySlime/squishFactor
aox/a,net/minecraft/tileentity/TileEntityCommandBlock/field_145994_a,net/minecraft/tileentity/TileEntityCommandBlock/field_145994_a
azx/a,net/minecraft/scoreboard/ScoreObjective/field_96686_a,net/minecraft/scoreboard/ScoreObjective/theScoreboard
azx/b,net/minecraft/scoreboard/ScoreObjective/field_96684_b,net/minecraft/scoreboard/ScoreObjective/name
nm/a,net/minecraft/server/network/NetHandlerHandshakeTCP$SwitchEnumConnectionState/field_151291_a,net/minecraft/server/network/NetHandlerHandshakeTCP$SwitchEnumConnectionState/field_151291_a
azx/c,net/minecraft/scoreboard/ScoreObjective/field_96685_c,net/minecraft/scoreboard/ScoreObjective/objectiveCriteria
azx/d,net/minecraft/scoreboard/ScoreObjective/field_96683_d,net/minecraft/scoreboard/ScoreObjective/displayName
brj/e,net/minecraft/client/resources/SkinManager/field_152797_e,net/minecraft/client/resources/SkinManager/field_152797_e
brj/f,net/minecraft/client/resources/SkinManager/field_152798_f,net/minecraft/client/resources/SkinManager/field_152798_f
adg/b,net/minecraft/item/ItemLeaves/field_150940_b,net/minecraft/item/ItemLeaves/field_150940_b
